*opuštěná slova končící na 'á'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Blanchettová	Blanchett
chybí hrana	Blancková	Blanck
chybí hrana	Blandová	Blanda
chybí hrana	Blanická	Blanice
chybí hrana	Blankersová	Blankers
chybí hrana	Blanářová	Blanář
chybí hrana	Blasbergová	Blasberg
chybí hrana	Blatecká	blatecký
chybí hrana	Blatová	Blata
chybí hrana	Blatoňová	Blatoň
chybí hrana	Blauová	Blau
chybí hrana	Blaštíková	Blaštík
chybí hrana	Blaščáková	Blaščák
chybí hrana	Bleasdaleová	Bleasdale
chybí hrana	Blecherová	Blecher
chybí hrana	Bleckmannová	Bleckmann
chybí hrana	Bledelová	Bledel
chybí hrana	Bledyová	Bledy
chybí hrana	Bleicherová	Bleicher
chybí hrana	Bleierová	Bleier
chybí hrana	Blighová	Bligh
chybí hrana	Blimlová	Bliml
chybí hrana	Blocková	Block
chybí hrana	Blodigová	Blodig
chybí hrana	Blohmannová	Blohmann
chybí hrana	Blohoňová	Blohoň
chybí hrana	Blokešová	Blokeš
chybí hrana	Blomkvistová	Blomkvist
chybí hrana	Blomová	Blom
chybí hrana	Blondeauová	Blondeau
chybí hrana	Blondinová	Blondin
chybí hrana	Blondová	Blond
chybí hrana	Bloomfieldová	Bloomfield
chybí hrana	Bloudková	Bloudek
chybí hrana	Bloudíčková	Bloudíček
chybí hrana	Blouinová	Blouin
chybí hrana	Blountová	Blount
chybí hrana	Blowerová	blower
chybí hrana	Blowová	Blow
chybí hrana	Blumensteinová	Blumenstein
chybí hrana	Blumentrittová	Blumentritt
chybí hrana	Blytheová	Blythe
chybí hrana	Blábolilová	Blábolil
chybí hrana	Blábolivá	blábolivý
chybí hrana	Blábolová	blábol
chybí hrana	Bláhovcová	Bláhovec
chybí hrana	Blätterbauerová	Blätterbauer
chybí hrana	Blížilová	Blížil
chybí hrana	Blöchlová	Blöchl
chybí hrana	Blštáková	Blšták
chybí hrana	Bobeková	Bobek
chybí hrana	Bobisudová	Bobisud
chybí hrana	Bobrová	Bobr
chybí hrana	Bobrukiewiczová	Bobrukiewicz
chybí hrana	Bobáňová	Bobáň
chybí hrana	Bobíšková	Bobíšek
chybí hrana	Bocheneková	Bochenek
chybí hrana	Bochenková	Bochenek
chybí hrana	Bochníčková	Bochníček
chybí hrana	Bochová	Boch
chybí hrana	Bocianová	Bocian
chybí hrana	Bociánová	Bocián
chybí hrana	Bockstefelová	Bockstefel
chybí hrana	Bocksteffelová	Bocksteffel
chybí hrana	Bocksteflová	Bockstefel
chybí hrana	Boczková	Boczek
chybí hrana	Bocánová	Bocán
chybí hrana	Bodenová	Boden
chybí hrana	Bodečková	Bodeček
chybí hrana	Bodiová	Bodi
chybí hrana	Bodzsarová	Bodzsar
chybí hrana	Boděrová	Boděra
chybí hrana	Bodžárová	Bodžár
chybí hrana	Boehringerová	Boehringer
chybí hrana	Boelová	Boel
chybí hrana	Boereeová	Boeree
chybí hrana	Boerreová	Boerre
chybí hrana	Boeseová	Boese
chybí hrana	Boganimová	Boganim
chybí hrana	Bogapovová	Bogapov
chybí hrana	Bogatajová	Bogataj
chybí hrana	Bogačevová	Bogačev
chybí hrana	Bogaňová	Bogaň
chybí hrana	Bogdalíková	Bogdalík
chybí hrana	Bogdanovičová	Bogdanovič
chybí hrana	Bogdanovová	Bogdanov
chybí hrana	Bogdanowiczová	Bogdanowicz
chybí hrana	Bogdaňová	Bogdaň
