*s jakou četností se liší slova s rozdílem jednoho písmena
*tabulka četností sestupně 
*typ vztahu	četnost v procentech
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'	64.37130289701199
*tato dvojice slov není nijak příbuzná	30.537438697608575
*rodičem v tomto vztahu je slovo obsahující 'z' místo 's' 	5.086202538045401
*tato dvojice slov je příbuzná, ale ne napřímo	0.005055867334041155
*
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'
*hrana	otec	syn
chybí hrana	Guzman	Gusman
chybí hrana	Guzmanov	Gusmanov
chybí hrana	Guzmanovův	Gusmanovův
chybí hrana	Guzmanův	Gusmanův
chybí hrana	Guzzi	Guzsi
chybí hrana	Haisz	Haiss
chybí hrana	Haiszův	Haissův
chybí hrana	Halouzek	Halousek
chybí hrana	Halouzková	Halousková
chybí hrana	Halouzkův	Halouskův
chybí hrana	Hamouz	Hamous
chybí hrana	Hamouzová	Hamousová
chybí hrana	Hamouzův	Hamousův
chybí hrana	Hampejz	Hampejs
chybí hrana	Hampejzová	Hampejsová
chybí hrana	Hampejzův	Hampejsův
chybí hrana	Hamza	Hamsa
chybí hrana	Hamzová	Hamsová
chybí hrana	Hamzíková	Hamsíková
chybí hrana	Hamzův	Hamsův
chybí hrana	Hanykovicz	Hanykovics
chybí hrana	Hanykoviczův	Hanykovicsův
chybí hrana	Hanz	Hans
chybí hrana	Hanzel	Hansel
chybí hrana	Hanzelová	Hanselová
chybí hrana	Hanzelův	Hanselův
chybí hrana	Hanzi	Hansi
chybí hrana	Hanzl	Hansl
chybí hrana	Hanzlickův	Hanslickův
chybí hrana	Hanzlik	Hanslik
chybí hrana	Hanzlikův	Hanslikův
chybí hrana	Hanzlián	Hanslián
chybí hrana	Hanzliánův	Hansliánův
chybí hrana	Hanzlová	Hanslová
chybí hrana	Hanzlík	Hanslík
chybí hrana	Hanzlíková	Hanslíková
chybí hrana	Hanzlíkův	Hanslíkův
chybí hrana	Hanzlíček	Hanslíček
chybí hrana	Hanzlíčkův	Hanslíčkův
chybí hrana	Hanzlův	Hanslův
chybí hrana	Hanzová	Hansová
chybí hrana	Hanzův	Hansův
chybí hrana	Harazimová	Harasimová
chybí hrana	Hauzer	Hauser
chybí hrana	Hauzerová	Hauserová
chybí hrana	Hauzerův	Hauserův
chybí hrana	Hauzner	Hausner
chybí hrana	Hauznerová	Hausnerová
chybí hrana	Hauznerův	Hausnerův
chybí hrana	Haza	Hasa
chybí hrana	Hazan	Hasan
chybí hrana	Hazanův	Hasanův
chybí hrana	Hazel	Hasel
chybí hrana	Hazelberger	Haselberger
chybí hrana	Hazelbergerův	Haselbergerův
chybí hrana	Hazeová	Haseová
chybí hrana	Hazerův	Haserův
chybí hrana	Hazner	Hasner
chybí hrana	Haznerův	Hasnerův
chybí hrana	Hazův	Hasův
chybí hrana	Heisz	Heiss
chybí hrana	Heiszův	Heissův
chybí hrana	Henzel	Hensel
chybí hrana	Henzelův	Henselův
chybí hrana	Hilzner	Hilsner
chybí hrana	Hilznerův	Hilsnerův
chybí hrana	Hitz	Hits
chybí hrana	Hitzův	Hitsův
chybí hrana	Hofhanzl	Hofhansl
chybí hrana	Hofhanzlův	Hofhanslův
chybí hrana	Holz	Hols
chybí hrana	Honz	Hons
chybí hrana	Honza	Honsa
chybí hrana	Honzejk	Honsejk
chybí hrana	Honzejkův	Honsejkův
chybí hrana	Honzik	Honsik
chybí hrana	Honzikův	Honsikův
chybí hrana	Honzová	Honsová
chybí hrana	Honzárek	Honsárek
chybí hrana	Honzárkův	Honsárkův
chybí hrana	Honzův	Honsův
chybí hrana	Hormizdův	Hormisdův
chybí hrana	Horzinková	Horsinková
chybí hrana	Houzar	Housar
chybí hrana	Houzarová	Housarová
chybí hrana	Houzarův	Housarův
chybí hrana	Hoza	Hosa
chybí hrana	Hozius	Hosius
chybí hrana	Hoziův	Hosiův
chybí hrana	Hozman	Hosman
chybí hrana	Hozmanová	Hosmanová
chybí hrana	Hozmanův	Hosmanův
chybí hrana	Hozová	Hosová
chybí hrana	Hozák	Hosák
chybí hrana	Hozákův	Hosákův
chybí hrana	Hozův	Hosův
chybí hrana	Hruzková	Hrusková
chybí hrana	Hruzkův	Hruskův
chybí hrana	Hrázký	Hráský
chybí hrana	Hurvajz	Hurvajs
chybí hrana	Hurvajzův	Hurvajsův
chybí hrana	Huzová	Husová
chybí hrana	Hydrocortizon	Hydrocortison
chybí hrana	Háze	Háse
chybí hrana	Házův	Hásův
chybí hrana	Idriz	Idris
chybí hrana	Idrizův	Idrisův
chybí hrana	Iluzion	Ilusion
chybí hrana	Ilza	Ilsa
chybí hrana	Indonézanka	Indonésanka
chybí hrana	Indonézančin	Indonésančin
chybí hrana	Inez	Ines
chybí hrana	Inéz	Inés
chybí hrana	Iza	Isa
chybí hrana	Izaak	Isaak
chybí hrana	Izaakův	Isaakův
chybí hrana	Izabela	Isabela
chybí hrana	Izakovič	Isakovič
chybí hrana	Izakovičův	Isakovičův
chybí hrana	Izanův	Isanův
chybí hrana	Izidor	Isidor
chybí hrana	Izidorův	Isidorův
chybí hrana	Izmael	Ismael
chybí hrana	Izmaelův	Ismaelův
chybí hrana	Izmail	Ismail
chybí hrana	Izmailův	Ismailův
chybí hrana	Izola	Isola
chybí hrana	Izolda	Isolda
chybí hrana	Izák	Isák
chybí hrana	Izákův	Isákův
chybí hrana	Jamazaki	Jamasaki
chybí hrana	Janza	Jansa
chybí hrana	Janzen	Jansen
chybí hrana	Janzenův	Jansenův
chybí hrana	Janzová	Jansová
chybí hrana	Janzův	Jansův
chybí hrana	Jasz	Jass
chybí hrana	Jaz	Jas
chybí hrana	Jazov	Jasov
chybí hrana	Jazz	Jasz
chybí hrana	Jazův	Jasův
chybí hrana	Jeruzalém	Jerusalém
chybí hrana	Jonzon	Jonson
chybí hrana	Jonzonův	Jonsonův
chybí hrana	Joze	Jose
chybí hrana	Jozefovič	Josefovič
chybí hrana	Jozefovičův	Josefovičův
chybí hrana	Jozefína	Josefína
chybí hrana	Jozefínka	Josefínka
chybí hrana	Jozefínčin	Josefínčin
chybí hrana	Jozif	Josif
chybí hrana	Jozifův	Josifův
chybí hrana	Jozip	Josip
chybí hrana	Jozipův	Josipův
chybí hrana	Jozka	Joska
chybí hrana	Jozková	Josková
chybí hrana	Jozkův	Joskův
chybí hrana	Jozlová	Joslová
chybí hrana	Jozífek	Josífek
chybí hrana	Jozífková	Josífková
chybí hrana	Jozífkův	Josífkův
chybí hrana	Juarez	Juares
chybí hrana	Juarezův	Juaresův
chybí hrana	Jurzová	Jursová
chybí hrana	Józef	Jósef
chybí hrana	Józefův	Jósefův
chybí hrana	Kaizrová	Kaisrová
chybí hrana	Kaizrův	Kaisrův
chybí hrana	Kamaz	Kamas
chybí hrana	Karzai	Karsai
chybí hrana	Kasza	Kassa
chybí hrana	Kaszon	Kasson
chybí hrana	Kaszův	Kassův
chybí hrana	Kautzká	Kautská
chybí hrana	Kautzký	Kautský
chybí hrana	Kazan	Kasan
chybí hrana	Kazanův	Kasanův
chybí hrana	Kaziková	Kasiková
chybí hrana	Kazík	Kasík
chybí hrana	Kazíková	Kasíková
chybí hrana	Kazíkův	Kasíkův
chybí hrana	Keczkemet	Kecskemet
chybí hrana	Keyzer	Keyser
chybí hrana	Keyzerův	Keyserův
chybí hrana	Khoza	Khosa
chybí hrana	Khozův	Khosův
chybí hrana	Kiezler	Kiesler
chybí hrana	Kiezlerův	Kieslerův
chybí hrana	Kiszův	Kissův
chybí hrana	Klauzová	Klausová
chybí hrana	Klezl	Klesl
chybí hrana	Klezla	Klesla
chybí hrana	Klezlová	Kleslová
chybí hrana	Klezlův	Kleslův
chybí hrana	Kloz	Klos
chybí hrana	Klozová	Klosová
chybí hrana	Klozíková	Klosíková
chybí hrana	Klozův	Klosův
chybí hrana	Kluz	Klus
chybí hrana	Kluzkův	Kluskův
chybí hrana	Kluzák	Klusák
chybí hrana	Kluzákův	Klusákův
chybí hrana	Kluzáček	Klusáček
chybí hrana	Kluzáčkův	Klusáčkův
chybí hrana	Kluzův	Klusův
chybí hrana	Knoz	Knos
chybí hrana	Knozův	Knosův
chybí hrana	Kobzinek	Kobsinek
chybí hrana	Kobzinkův	Kobsinkův
chybí hrana	Kopitz	Kopits
chybí hrana	Kopitzův	Kopitsův
chybí hrana	Korejz	Korejs
chybí hrana	Korejzová	Korejsová
chybí hrana	Korejzův	Korejsův
chybí hrana	Kovacz	Kovacs
chybí hrana	Kovaczův	Kovacsův
chybí hrana	Kovácz	Kovács
chybí hrana	Kováczův	Kovácsův
chybí hrana	Kozaková	Kosaková
chybí hrana	Kozan	Kosan
chybí hrana	Kozel	Kosel
chybí hrana	Kozelková	Koselková
chybí hrana	Kozenková	Kosenková
chybí hrana	Kozicův	Kosicův
chybí hrana	Kozina	Kosina
chybí hrana	Kozinová	Kosinová
chybí hrana	Kozinův	Kosinův
chybí hrana	Kozlowski	Koslowski
chybí hrana	Kozma	Kosma
chybí hrana	Kozman	Kosman
chybí hrana	Kozmanův	Kosmanův
chybí hrana	Kozminská	Kosminská
chybí hrana	Kozminský	Kosminský
chybí hrana	Kozmová	Kosmová
chybí hrana	Kozmík	Kosmík
chybí hrana	Kozmíkův	Kosmíkův
chybí hrana	Kozmův	Kosmův
chybí hrana	Kozov	Kosov
chybí hrana	Kozová	Kosová
chybí hrana	Kozukův	Kosukův
chybí hrana	Kozák	Kosák
chybí hrana	Kozáková	Kosáková
chybí hrana	Kozákův	Kosákův
chybí hrana	Kozánek	Kosánek
chybí hrana	Kozánková	Kosánková
chybí hrana	Kozánkův	Kosánkův
chybí hrana	Kozár	Kosár
chybí hrana	Kozárek	Kosárek
chybí hrana	Kozárková	Kosárková
chybí hrana	Kozárkův	Kosárkův
chybí hrana	Kozárův	Kosárův
chybí hrana	Kozáčková	Kosáčková
chybí hrana	Kozík	Kosík
chybí hrana	Kozíková	Kosíková
chybí hrana	Kozíkův	Kosíkův
chybí hrana	Kozův	Kosův
chybí hrana	Krauz	Kraus
chybí hrana	Krauzová	Krausová
chybí hrana	Krauzův	Krausův
chybí hrana	Kreizl	Kreisl
chybí hrana	Kreizlová	Kreislová
chybí hrana	Kreizlův	Kreislův
chybí hrana	Krejza	Krejsa
chybí hrana	Krejzar	Krejsar
chybí hrana	Krejzarův	Krejsarův
chybí hrana	Krejzek	Krejsek
chybí hrana	Krejzková	Krejsková
chybí hrana	Krejzkův	Krejskův
chybí hrana	Krejzová	Krejsová
chybí hrana	Krejzův	Krejsův
chybí hrana	Kriz	Kris
chybí hrana	Krizův	Krisův
chybí hrana	Krýza	Krýsa
chybí hrana	Krýzl	Krýsl
chybí hrana	Krýzlův	Krýslův
chybí hrana	Krýzův	Krýsův
chybí hrana	Krůzová	Krůsová
chybí hrana	Krůzův	Krůsův
chybí hrana	Kurzová	Kursová
chybí hrana	Kurzův	Kursův
chybí hrana	Kuzmenko	Kusmenko
chybí hrana	Kuzmenkův	Kusmenkův
chybí hrana	Kuzov	Kusov
chybí hrana	Kuzová	Kusová
chybí hrana	Kuzánská	Kusánská
chybí hrana	Kuzánský	Kusánský
chybí hrana	Kázim	Kásim
chybí hrana	Kázimův	Kásimův
chybí hrana	Lazič	Lasič
chybí hrana	Lazičův	Lasičův
chybí hrana	Lazutinová	Lasutinová
chybí hrana	Lazák	Lasák
chybí hrana	Lazáková	Lasáková
chybí hrana	Lazákův	Lasákův
chybí hrana	Lazík	Lasík
chybí hrana	Lazíková	Lasíková
chybí hrana	Lazíkův	Lasíkův
chybí hrana	Lenz	Lens
chybí hrana	Lezův	Lesův
chybí hrana	Liaz	Lias
chybí hrana	Linz	Lins
chybí hrana	Liza	Lisa
chybí hrana	Lizcová	Liscová
chybí hrana	Lizinová	Lisinová
chybí hrana	Lizner	Lisner
chybí hrana	Liznerův	Lisnerův
chybí hrana	Lizák	Lisák
chybí hrana	Lizákův	Lisákův
chybí hrana	Lopez	Lopes
chybí hrana	Lopezův	Lopesův
chybí hrana	Loz	Los
chybí hrana	Lozada	Losada
chybí hrana	Luiz	Luis
chybí hrana	Luizův	Luisův
chybí hrana	Lyzák	Lysák
chybí hrana	Lyzáková	Lysáková
chybí hrana	Lyzákův	Lysákův
chybí hrana	Lázkův	Láskův
chybí hrana	Lízal	Lísal
chybí hrana	Lízalová	Lísalová
chybí hrana	Lízalův	Lísalův
chybí hrana	Maizl	Maisl
chybí hrana	Maizlův	Maislův
chybí hrana	Maizner	Maisner
chybí hrana	Maiznerův	Maisnerův
chybí hrana	Manzel	Mansel
chybí hrana	Manzelův	Manselův
chybí hrana	Martinezová	Martinesová
chybí hrana	Marza	Marsa
chybí hrana	Marzův	Marsův
chybí hrana	Mathiez	Mathies
chybí hrana	Mathiezův	Mathiesův
chybí hrana	Matz	Mats
chybí hrana	Matzův	Matsův
chybí hrana	Mazar	Masar
chybí hrana	Mazare	Masare
chybí hrana	Mazarová	Masarová
chybí hrana	Mazná	Masná
chybí hrana	Mazný	Masný
chybí hrana	Mazoch	Masoch
chybí hrana	Mazochův	Masochův
chybí hrana	Mazunov	Masunov
chybí hrana	Mazunovův	Masunovův
chybí hrana	Mazur	Masur
chybí hrana	Mazurův	Masurův
chybí hrana	Mazák	Masák
chybí hrana	Mazáková	Masáková
chybí hrana	Mazákův	Masákův
chybí hrana	Mazáček	Masáček
chybí hrana	Mazáčkův	Masáčkův
chybí hrana	Mejznar	Mejsnar
chybí hrana	Mejznarův	Mejsnarův
chybí hrana	Mendez	Mendes
chybí hrana	Mendezův	Mendesův
chybí hrana	Menezes	Meneses
chybí hrana	Menezesův	Menesesův
chybí hrana	Mezenská	Mesenská
chybí hrana	Mezenský	Mesenský
chybí hrana	Mooz	Moos
chybí hrana	Moozová	Moosová
chybí hrana	Moozův	Moosův
chybí hrana	Moyzes	Moyses
chybí hrana	Moyzesův	Moysesův
chybí hrana	Mozambičanka	Mosambičanka
chybí hrana	Mozambičančin	Mosambičančin
chybí hrana	Mozambičanův	Mosambičanův
chybí hrana	Mozer	Moser
chybí hrana	Mozerův	Moserův
chybí hrana	Munzová	Munsová
chybí hrana	Mázlová	Máslová
chybí hrana	Mázlův	Máslův
chybí hrana	Mézl	Mésl
chybí hrana	Mézlův	Méslův
chybí hrana	Nabuchodonozor	Nabuchodonosor
chybí hrana	Nabuchodonozorův	Nabuchodonosorův
chybí hrana	Nabukadnezar	Nabukadnesar
chybí hrana	Nabukadnezarův	Nabukadnesarův
chybí hrana	Nazar	Nasar
chybí hrana	Nazarová	Nasarová
chybí hrana	Nazarův	Nasarův
chybí hrana	Nejezchleba	Nejeschleba
chybí hrana	Nejezchlebův	Nejeschlebův
chybí hrana	Nezkusil	Neskusil
chybí hrana	Nezkusilův	Neskusilův
chybí hrana	Nezveda	Nesveda
chybí hrana	Nezvedův	Nesvedův
chybí hrana	Niza	Nisa
chybí hrana	Oropeza	Oropesa
chybí hrana	Oropezův	Oropesův
chybí hrana	Ortiz	Ortis
chybí hrana	Ortizův	Ortisův
chybí hrana	Oznice	Osnice
chybí hrana	Parýzková	Parýsková
chybí hrana	Pauzar	Pausar
chybí hrana	Pauzarův	Pausarův
chybí hrana	Pauzer	Pauser
chybí hrana	Pauzerův	Pauserův
chybí hrana	Pazovská	Pasovská
chybí hrana	Pazovský	Pasovský
chybí hrana	Pazáková	Pasáková
chybí hrana	Pedroza	Pedrosa
chybí hrana	Pedrozův	Pedrosův
chybí hrana	Perez	Peres
chybí hrana	Perezův	Peresův
chybí hrana	Petrikovicz	Petrikovics
chybí hrana	Petrikoviczův	Petrikovicsův
chybí hrana	Petrobraz	Petrobras
chybí hrana	Peňáz	Peňás
chybí hrana	Peňázův	Peňásův
chybí hrana	Pizinger	Pisinger
chybí hrana	Plazy	Plasy
chybí hrana	Podhrázký	Podhráský
chybí hrana	Podstatzká	Podstatská
chybí hrana	Pomajzl	Pomajsl
chybí hrana	Pomajzlův	Pomajslův
chybí hrana	Poza	Posa
chybí hrana	Pozner	Posner
chybí hrana	Poznerův	Posnerův
chybí hrana	Prajz	Prajs
chybí hrana	Prajzák	Prajsák
chybí hrana	Prajzákův	Prajsákův
chybí hrana	Prajzův	Prajsův
chybí hrana	Prauzová	Prausová
chybí hrana	Prejzek	Prejsek
chybí hrana	Prejzkův	Prejskův
chybí hrana	Prinz	Prins
chybí hrana	Prinzův	Prinsův
chybí hrana	Prochazka	Prochaska
chybí hrana	Prochazková	Prochasková
chybí hrana	Prochazkův	Prochaskův
chybí hrana	Procházka	Procháska
chybí hrana	Procházková	Prochásková
chybí hrana	Procházkův	Procháskův
chybí hrana	Prohazka	Prohaska
chybí hrana	Prohazková	Prohasková
chybí hrana	Prohazkův	Prohaskův
chybí hrana	Provoz	Provos
chybí hrana	Pštrosz	Pštross
chybí hrana	Pštroszův	Pštrossův
chybí hrana	Quezada	Quesada
chybí hrana	Raiza	Raisa
chybí hrana	Raizl	Raisl
chybí hrana	Raizlův	Raislův
chybí hrana	Ramiz	Ramis
chybí hrana	Ramizův	Ramisův
chybí hrana	Ramuz	Ramus
chybí hrana	Ramuzův	Ramusův
chybí hrana	Reisz	Reiss
chybí hrana	Reiszová	Reissová
chybí hrana	Reiszův	Reissův
chybí hrana	Reiznerová	Reisnerová
chybí hrana	Rejzek	Rejsek
chybí hrana	Rejzková	Rejsková
chybí hrana	Rejzkův	Rejskův
chybí hrana	Reza	Resa
chybí hrana	Rezcovová	Rescovová
chybí hrana	Rezina	Resina
chybí hrana	Rezková	Resková
chybí hrana	Rezler	Resler
chybí hrana	Rezlerová	Reslerová
chybí hrana	Rezlerův	Reslerův
chybí hrana	Rezner	Resner
chybí hrana	Reznerův	Resnerův
chybí hrana	Rodriguez	Rodrigues
chybí hrana	Rodriguezová	Rodriguesová
chybí hrana	Rodriguezův	Rodriguesův
chybí hrana	Rogozin	Rogosin
chybí hrana	Rogozinův	Rogosinův
chybí hrana	Roszův	Rossův
chybí hrana	Rouzek	Rousek
chybí hrana	Rouzkův	Rouskův
chybí hrana	Roza	Rosa
chybí hrana	Rozacius	Rosacius
chybí hrana	Rozaciův	Rosaciův
chybí hrana	Rozen	Rosen
chybí hrana	Rozenfeld	Rosenfeld
chybí hrana	Rozenfeldův	Rosenfeldův
chybí hrana	Rozenův	Rosenův
chybí hrana	Rozina	Rosina
chybí hrana	Rozinin	Rosinin
chybí hrana	Rozkovcová	Roskovcová
chybí hrana	Rozkovec	Roskovec
chybí hrana	Rozner	Rosner
chybí hrana	Roznerův	Rosnerův
chybí hrana	Rozová	Rosová
chybí hrana	Roztočilová	Rostočilová
chybí hrana	Rozácyus	Rosácyus
chybí hrana	Rošetzký	Rošetský
chybí hrana	Ruiz	Ruis
chybí hrana	Ruizův	Ruisův
chybí hrana	Ruszo	Russo
chybí hrana	Ruszová	Russová
chybí hrana	Ruszův	Russův
chybí hrana	Ruz	Rus
chybí hrana	Ruzhův	Rushův
chybí hrana	Ruzinová	Rusinová
chybí hrana	Ruzizi	Rusizi
chybí hrana	Ruzův	Rusův
chybí hrana	Rázl	Rásl
chybí hrana	Rázlův	Ráslův
chybí hrana	Röszlerová	Rösslerová
chybí hrana	Rözler	Rösler
chybí hrana	Rözlerův	Röslerův
chybí hrana	Rözsler	Rössler
chybí hrana	Rözslerův	Rösslerův
chybí hrana	Sanopz	Sanops
chybí hrana	Sazka	Saska
chybí hrana	Schlezinger	Schlesinger
chybí hrana	Schlezingerová	Schlesingerová
chybí hrana	Schlezingerův	Schlesingerův
chybí hrana	Soarez	Soares
chybí hrana	Soarezův	Soaresův
chybí hrana	Souza	Sousa
chybí hrana	Souzův	Sousův
chybí hrana	Spinozův	Spinosův
chybí hrana	Stanzel	Stansel
chybí hrana	Stanzelův	Stanselův
chybí hrana	Strausz	Strauss
chybí hrana	Strauszův	Straussův
chybí hrana	Suza	Susa
chybí hrana	Suzan	Susan
chybí hrana	Suzanna	Susanna
chybí hrana	Suzanne	Susanne
chybí hrana	Suzův	Susův
chybí hrana	Tapajóz	Tapajós
chybí hrana	Tisza	Tissa
chybí hrana	Tomaz	Tomas
chybí hrana	Tomazův	Tomasův
chybí hrana	Torez	Tores
chybí hrana	Transgaz	Transgas
chybí hrana	Tuzar	Tusar
chybí hrana	Tuzarová	Tusarová
chybí hrana	Tuzarův	Tusarův
chybí hrana	Tázler	Tásler
chybí hrana	Tázlerová	Táslerová
chybí hrana	Tázlerův	Táslerův
chybí hrana	Vaiz	Vais
chybí hrana	Vaizův	Vaisův
chybí hrana	Valdezová	Valdesová
chybí hrana	Valenz	Valens
chybí hrana	Valenzová	Valensová
chybí hrana	Valenzův	Valensův
chybí hrana	Vazil	Vasil
chybí hrana	Vazilův	Vasilův
chybí hrana	Vazov	Vasov
chybí hrana	Vazovův	Vasovův
chybí hrana	Vazquez	Vasquez
chybí hrana	Vazquezová	Vasquezová
chybí hrana	Vazquezův	Vasquezův
chybí hrana	Velez	Veles
chybí hrana	Velezův	Velesův
chybí hrana	Velázquez	Velázques
chybí hrana	Velázquez	Velásquez
chybí hrana	Velázquezův	Velázquesův
chybí hrana	Velázquezův	Velásquezův
chybí hrana	Vezera	Vesera
chybí hrana	Vitázek	Vitásek
chybí hrana	Vitázková	Vitásková
chybí hrana	Vitázkův	Vitáskův
chybí hrana	Vochozka	Vochoska
chybí hrana	Vochozková	Vochosková
chybí hrana	Vochozkův	Vochoskův
chybí hrana	Votuz	Votus
chybí hrana	Vozka	Voska
chybí hrana	Vozková	Vosková
chybí hrana	Vozkův	Voskův
chybí hrana	Vrázová	Vrásová
chybí hrana	Vízner	Vísner
chybí hrana	Víznerův	Vísnerův
chybí hrana	Waddenzee	Waddensee
chybí hrana	Waitz	Waits
chybí hrana	Waitzův	Waitsův
chybí hrana	Walzer	Walser
chybí hrana	Walzerův	Walserův
chybí hrana	Wazinger	Wasinger
chybí hrana	Wazingerův	Wasingerův
chybí hrana	Weisz	Weiss
chybí hrana	Weiszová	Weissová
chybí hrana	Weiszův	Weissův
chybí hrana	Weizerová	Weiserová
chybí hrana	Weizman	Weisman
chybí hrana	Weizmann	Weismann
chybí hrana	Weizmannův	Weismannův
chybí hrana	Weizmanův	Weismanův
chybí hrana	Welz	Wels
chybí hrana	Welzův	Welsův
chybí hrana	Zambezi	Zambesi
chybí hrana	Zawadzká	Zawadská
chybí hrana	Zazimovič	Zasimovič
chybí hrana	Zazimovičův	Zasimovičův
chybí hrana	Zozie	Zosie
chybí hrana	Zuzka	Zuska
chybí hrana	Zuzková	Zusková
chybí hrana	Zuzkův	Zuskův
chybí hrana	acetylceluloza	acetylcelulosa
chybí hrana	adoptianizmus	adoptianismus
chybí hrana	aluminoza	aluminosa
chybí hrana	amnezie	amnesie
chybí hrana	analyzačně	analysačně
chybí hrana	analyzátorovost	analysátorovost
chybí hrana	analyzátorový	analysátorový
chybí hrana	analyzátorově	analysátorově
chybí hrana	ankylozující	ankylosující
chybí hrana	antropozofie	antroposofie
chybí hrana	arzenál	arsenál
chybí hrana	arzén	arsén
chybí hrana	autoprotolyza	autoprotolysa
chybí hrana	averze	averse
chybí hrana	azbestoza	azbestosa
chybí hrana	azbestoza	asbestoza
chybí hrana	azbestóza	asbestóza
chybí hrana	baháizmus	baháismus
