*opuštěná slova končící na 'čko' nebo 'ček'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	enháčko
chybí hrana	erpégéčko
chybí hrana	eskápéčko
chybí hrana	estékáčko
chybí hrana	estéčko
chybí hrana	esúvéčko
chybí hrana	eurošpekáček
chybí hrana	fotorámeček
chybí hrana	foxlíček
chybí hrana	groček
chybí hrana	gétéíčko
chybí hrana	gétéčko
chybí hrana	hacafráček
chybí hrana	hnojáček
chybí hrana	hácéčko
chybí hrana	igráček
chybí hrana	jarabáček
chybí hrana	jednoháček
chybí hrana	játříčko
chybí hrana	jéčko
chybí hrana	kakajíčko
chybí hrana	kindervajíčko
chybí hrana	klášteříček
chybí hrana	kmocháček
chybí hrana	koromáček
chybí hrana	kouštíček
chybí hrana	krakováček
chybí hrana	kvéčko
chybí hrana	kácéčko
chybí hrana	kádéčko
chybí hrana	káefcéčko
chybí hrana	lakomeček
chybí hrana	lejstříčko
chybí hrana	lesknáček
chybí hrana	listejček
chybí hrana	lípaneček
chybí hrana	lískovníček
chybí hrana	masakříček
chybí hrana	mimitaneček
chybí hrana	motlitebníček
chybí hrana	mědáček
chybí hrana	nabodeníčko
chybí hrana	nadklíček
chybí hrana	nadroboučko
chybí hrana	nakraťoučko
chybí hrana	napařováček
chybí hrana	naschválníček
chybí hrana	náháček
chybí hrana	nákotníček
chybí hrana	ofuček
chybí hrana	oplodňáček
chybí hrana	opékáček
chybí hrana	otáčko
chybí hrana	palašníček
chybí hrana	parovláček
chybí hrana	pejsáček
chybí hrana	piditvoreček
chybí hrana	podkopníček
chybí hrana	podrámeček
chybí hrana	protiháček
chybí hrana	prvoklíček
chybí hrana	přípeček
chybí hrana	ragbíčko
chybí hrana	rastříček
chybí hrana	referendíčko
chybí hrana	rýpaneček
chybí hrana	sedmikolečko
chybí hrana	selfíčko
chybí hrana	skoropradědeček
chybí hrana	smáček
chybí hrana	smíchováček
chybí hrana	snídáníčko
chybí hrana	sourozeneček
chybí hrana	stereohledáček
chybí hrana	trojcédéčko
chybí hrana	trojelpíčko
chybí hrana	trojroček
chybí hrana	trojrámeček
chybí hrana	trojúhleníček
chybí hrana	trénineček
chybí hrana	tétéčko
chybí hrana	téčko
chybí hrana	třidéčko
chybí hrana	tříroček
chybí hrana	tříváleček
chybí hrana	utíkáček
chybí hrana	utíkáček
chybí hrana	učníček
chybí hrana	uštipáček
chybí hrana	uštěpáček
chybí hrana	ušíčko
chybí hrana	veveřáček
chybí hrana	vypínáček
chybí hrana	végéáčko
chybí hrana	vékávéčko
chybí hrana	vězníček
chybí hrana	weercéčko
